"","Indicator.Name","Indicator.Code","Year.Month","Algeria","Angola","Benin","Botswana","Burkina Faso","Burundi","Cabo Verde","Cameroon","Central African Republic","Chad","Comoros","Côte d'Ivoire","Democratic Republic of the Congo","Djibouti","Egypt","Equatorial Guinea","Eswatini","Ethiopia","Gabon","Ghana","Guinea","Guinea-Bissau","Kenya","Lesotho","Liberia","Libya","Madagascar","Malawi","Mali","Mauritania","Mauritius","Morocco","Mozambique","Namibia","Niger","Nigeria","Republic of Congo","Rwanda","São Tomé and Príncipe","Senegal","Seychelles","Sierra Leone","Somalia","South Africa","South Sudan","Sudan","Tanzania","The Gambia","Togo","Tunisia","Uganda","Zambia","Zimbabwe"
"939","Health","PCPIM_PC_CP_A_PT","2013-04-30",4.55,8.19,0.24,4.67,NA,0,0.24,0.3,NA,5.57,7.26,-1.74,0.26,NA,12.52,3.01,14.41,24.58,0.96,NA,17.79,NA,NA,0.51,-3.24,NA,6.49,NA,-0.33,4.35,4.83,0.68,4.77,2.57,NA,5.53,-0.21,1.59,NA,2.86,5.52,5.33,NA,4.89,-22.41,71.77,NA,0.42,-3.69,1.84,6.49,3.7,3.84
"940","Health","PCPIM_PC_CP_A_PT","2013-05-31",3.87,8.62,0.24,4.6,NA,4.37,0.24,0.6,NA,3.99,7.26,-1.37,0.27,NA,12.52,3.01,14.06,28.37,0.94,NA,17.86,NA,NA,0.49,0,NA,5.45,NA,-1.43,3.65,4.91,0.67,5.15,2.92,NA,5.96,-1.75,1.7,NA,3.04,2.2,4.41,NA,4.88,31.63,69.41,NA,0.52,-2.93,2.03,6.34,4.98,3.51
"941","Health","PCPIM_PC_CP_A_PT","2013-06-30",3.88,8.12,0.24,4.88,NA,4.37,0.24,0.9,NA,4.08,8.49,-1.17,0.27,NA,12.52,3.01,13.86,26.4,0.98,NA,17.22,NA,NA,0.5,0,NA,4.47,NA,-0.06,3.62,5.21,0.96,4.67,3.24,NA,6.33,1.85,1.47,NA,3.5,3.94,4.44,NA,4.89,-17.69,35.93,NA,0.52,-2.66,1.99,6.65,6.2,3.02
"942","Health","PCPIM_PC_CP_A_PT","2013-07-31",3.88,7.9,0.24,4.63,NA,4.37,0.42,0.4,NA,4.17,7.4,-1.52,0.24,NA,10.66,5.25,13.75,18.96,0.3,NA,17.56,NA,NA,0.61,0,NA,4.18,NA,-0.24,-0.28,2.76,0.96,4.38,3.34,NA,6.63,1.88,0.82,NA,3.48,3,5.76,NA,4.88,2.55,28.49,NA,0.42,-0.39,2.17,6.84,5.56,2.86
"943","Health","PCPIM_PC_CP_A_PT","2013-08-31",4.44,7.77,0.24,4.7,NA,4.37,1.04,0.1,NA,3.89,7.4,-2.54,0.19,NA,10.66,5.25,10.68,18.8,0.98,NA,16.56,NA,NA,0.68,0,NA,4.53,NA,0.06,-0.22,2.86,0.96,3.8,3.38,NA,6.06,2.32,0.62,NA,2.82,3,5.14,NA,4.56,1.64,32.79,NA,0.38,-0.47,2.17,6.25,4.83,2.69
"944","Health","PCPIM_PC_CP_A_PT","2013-09-30",4.51,7.49,0.24,4.56,NA,4.37,1.36,0.2,NA,3.8,7.14,-2.31,0.1,NA,10.57,5.25,10.82,26.07,1.73,NA,15.97,NA,NA,0.67,0,NA,4.35,NA,0.05,-0.53,2.81,0.96,4.27,3.23,NA,6.42,5.49,1.01,NA,2.77,3,4.96,NA,4.55,27.63,36.41,NA,0.4,-0.09,1.73,6.3,3.76,2.05
"945","Health","PCPIM_PC_CP_A_PT","2013-10-31",4.52,6.94,0.48,5.26,NA,4.37,1.3,1.3,NA,4.35,5.67,-1.4,0.11,NA,9.74,5.25,11.32,11.74,1.72,NA,16.91,NA,NA,0.7,0,NA,4.34,NA,0.23,-0.55,2.2,1.06,2.76,3.47,NA,6.69,4.85,0.78,NA,3.15,3.19,5,NA,4.7,-5.64,43.45,NA,0.39,0.2,1.68,6.18,4.88,2.21
"946","Health","PCPIM_PC_CP_A_PT","2013-11-30",3.48,6.78,0.48,5.4,NA,4.37,1.05,1.3,NA,1.17,5.67,-1.89,0.15,NA,9.74,5.25,10.85,11.02,1.72,NA,17.28,NA,NA,0.71,2.66,NA,4.11,NA,0.46,-0.43,2.22,1.06,5.77,3.98,NA,6.88,5.01,1.08,NA,3.14,2.68,4.45,NA,4.7,-24.25,41.86,NA,0.23,0.1,1.7,6.24,5.35,2.37
"947","Health","PCPIM_PC_CP_A_PT","2013-12-31",3.69,6.25,0.48,5.31,NA,4.37,1.05,1,NA,1.26,6.47,-0.95,0.17,NA,7.77,5.25,10.62,9.13,1.9,NA,16.89,NA,NA,0.77,4.76,NA,4.2,NA,0.52,-0.37,3.52,1.15,4.92,4.41,NA,7.18,4.95,1.38,NA,2.97,2.68,4.12,NA,4.54,-4.23,41.66,NA,0.26,0.41,1.98,4.79,5.55,2.2
"948","Health","PCPIM_PC_CP_A_PT","2014-01-31",3.69,6.11,0.16,7.23,NA,5.3,0.83,1.3,NA,1.26,5.01,0.44,0.17,0.18,7.77,5.22,10.59,9.94,0.97,NA,16.98,NA,NA,0.79,5.2,NA,4.87,NA,0,-0.47,5.69,1.06,2.62,4.63,1.36,7.45,7.01,13.3,NA,1.67,2.68,4.45,NA,4.38,26.57,44.44,NA,0.3,-1.17,2.32,4.79,6.39,1.89
"949","Health","PCPIM_PC_CP_A_PT","2014-02-28",3.51,5.67,0.24,7.07,NA,7.78,0.97,0.8,NA,0.54,5.01,-0.09,0.17,0.54,11.99,5.22,10.81,13.79,0.97,NA,16.11,NA,NA,0.61,8.12,NA,5.4,NA,0.85,-0.42,5.46,1.05,2.27,4.24,0.79,7.01,7.49,12.88,NA,1.27,2.28,4.69,NA,4.86,-11.55,40.31,NA,13.27,0.79,2.28,4.95,6.77,0.46
"950","Health","PCPIM_PC_CP_A_PT","2014-03-31",3.49,6,0.24,7.06,NA,8.11,1.01,0.89,NA,0.89,2.11,-0.8,0.1,-0.15,11.99,5.22,10.18,14.86,1.05,NA,18.51,NA,NA,0.92,22.14,NA,5.39,NA,0.76,-0.31,4.9,0.96,2.74,2.31,0.55,6.96,9,12.69,NA,1.29,5.14,4.72,NA,5.18,-27.45,38.04,NA,16.16,-1.16,2.14,5.14,5.31,0.46
"951","Health","PCPIM_PC_CP_A_PT","2014-04-30",3.49,5.8,0.24,7.59,NA,7.79,1.35,0.8,NA,-0.79,2.11,-0.54,0.18,-0.03,11.99,4.38,10.82,14.93,1.1,NA,18.47,NA,NA,0.89,22.14,NA,5.75,NA,0.97,-0.26,5.02,1.44,2.79,2.08,1.38,6.57,11.68,11.65,NA,0.88,3.87,4.82,NA,4.66,2.43,32.13,NA,25.54,0.2,1.96,5.52,6.14,0.15
"952","Health","PCPIM_PC_CP_A_PT","2014-05-31",5.04,5.42,0.24,7.58,NA,5.31,1.47,0.99,NA,0.53,2.11,0.84,0.17,-3.13,11.99,4.47,10.67,11.93,-0.01,NA,17.17,NA,NA,0.92,15.92,NA,5.75,NA,1.16,-0.03,5.02,1.34,2.89,2.12,2.02,6.35,13.24,11.92,NA,0.64,3.42,4.85,NA,4.65,-32.46,32.09,NA,25.6,-0.68,2.09,5.39,5.8,0.31
"953","Health","PCPIM_PC_CP_A_PT","2014-06-30",4.97,5.45,0.24,9.42,NA,5.12,1.58,0.59,NA,0.53,1.08,0.79,0.16,3.17,11.99,4.47,10.5,12.35,0.95,NA,17.02,NA,NA,0.94,17.21,NA,6.58,NA,0.7,-0.01,4.72,-1.53,3.15,1.71,2.65,6.47,9.31,12.75,NA,0.39,1.36,5.17,NA,5.41,1.84,35.52,NA,26.19,0.68,1.92,5.08,5.82,0.62
"954","Health","PCPIM_PC_CP_A_PT","2014-07-31",4.97,5.72,-0.34,9.29,NA,5.49,2.1,0.99,NA,0,1.08,3.09,0.15,4.08,12.2,1.41,10.53,15.99,4.74,NA,13.56,NA,NA,1.2,17.21,NA,6.23,NA,1.42,0.09,4.91,-1.14,3.67,1.46,1.35,6.51,18.28,13.33,NA,1.15,1.36,3.74,NA,5.56,13.93,35.34,NA,26.67,-0.39,1.93,4.65,5.96,0.77
"955","Health","PCPIM_PC_CP_A_PT","2014-08-31",4.57,5.76,-0.34,9.27,NA,10.71,1.47,1.19,NA,0.09,1.08,1.6,0.15,4.81,14.23,1.63,2.75,19.81,2.2,NA,13.4,NA,NA,1.24,17.21,NA,6.88,NA,1.16,0.06,5.68,-1.14,4.4,1.54,0,7.09,14.49,13.66,NA,0.83,1.36,5.21,NA,5.71,68.99,30.14,NA,26.68,-0.38,1.93,2.8,5.46,0.62
"956","Health","PCPIM_PC_CP_A_PT","2014-09-30",4.57,5.72,-0.43,9.39,NA,11.4,1.15,0.99,NA,0.27,1.54,0.94,0.15,30.65,14.23,2.04,2.5,8.34,-8.97,NA,10.83,NA,NA,1.28,17.21,NA,6.93,NA,1.31,0.17,5.58,-1.14,4.07,1.59,-0.36,6.85,10.84,13.2,NA,1.31,1.36,5.38,NA,5.7,3.02,26.58,NA,26.65,-0.82,2.37,2.82,5.5,0.93
"957","Health","PCPIM_PC_CP_A_PT","2014-10-31",4.56,5.87,-0.57,8.59,NA,11.4,1.15,0.2,NA,-0.35,1.54,0.27,0.17,30.21,14.23,2.04,2.54,8.49,-10.61,NA,4.96,NA,NA,1.26,17.21,NA,6.81,NA,1.08,0.13,5.67,-1.24,4.59,1.22,1.73,6.63,13.76,12.86,NA,1.18,1.17,5.46,NA,6.14,38.64,19.84,NA,26.7,0.23,2.57,2.82,5.65,0.93
"958","Health","PCPIM_PC_CP_A_PT","2014-11-30",5.11,6.23,-0.6,8.65,NA,11.4,1.06,0.1,NA,-0.27,NA,1.14,0.13,30.22,14.23,2.04,2.88,7.95,-12.27,NA,2.67,NA,NA,1.26,17.21,NA,6.05,NA,0.61,-0.03,5.67,-1.14,1.49,1.06,0.28,6.8,14.67,13.05,NA,0.52,2.44,5.55,NA,5.99,48.89,19.03,NA,26.74,-0.22,2.73,2.92,5.71,0.92
"959","Health","PCPIM_PC_CP_A_PT","2014-12-31",4.82,7.09,-0.6,8.49,NA,11.66,1.08,0.2,NA,-0.18,NA,0.63,0.39,31.56,14.23,2.04,3.1,6.66,-12.44,NA,-0.01,NA,NA,1.17,17.21,NA,6.05,NA,0.46,-0.08,5.21,-1.24,1.7,1.08,1.16,6.95,21.18,12.73,NA,0.98,2.44,5.6,NA,5.54,36.67,18.36,NA,27.15,0.56,2.68,2.98,6.11,0.92
"960","Health","PCPIM_PC_CP_A_PT","2015-01-31",4.82,7.35,-0.59,6.47,NA,10.68,1.47,0.39,NA,15.84,NA,2.46,0.49,3.78,14.23,-0.05,3.15,7.65,-12.68,NA,12.19,NA,NA,1.16,1.54,NA,6.88,17.78,1.42,0.29,4.24,-1.23,-0.12,2.78,2.01,7.23,13.36,1.04,NA,1.35,0.18,4.52,NA,6.14,19.71,16.76,NA,27.08,1.54,2.73,3.03,5.09,1.23
"961","Health","PCPIM_PC_CP_A_PT","2015-02-28",6.55,7.97,-0.59,6.41,NA,8.13,1.44,0.59,NA,16.85,NA,2.01,0.49,3.78,2,-0.05,3.49,9.46,-18.43,NA,12.09,NA,NA,1.37,-3.9,NA,8.23,16.74,0.94,0.37,4.33,-1.23,0.72,2.81,1.2,7.49,12.81,1.77,NA,0.18,0.18,4.19,NA,5.94,47.65,13.52,NA,12.52,1.12,3.37,3.09,5.89,1.08
"962","Health","PCPIM_PC_CP_A_PT","2015-03-31",6.39,7.94,-0.59,6.34,NA,6.01,1.46,0.69,NA,15.66,NA,3.87,0.55,3.78,2,-0.05,3.98,7.26,-18.45,NA,8.93,NA,NA,1.08,-2.75,NA,9.44,16.24,1.08,-0.41,4.34,-1.33,0.84,4.71,0.42,7.86,12.57,1.63,NA,0.12,12.19,5.31,NA,6.08,49.11,13.88,NA,9.73,0.9,3.54,3.04,6.07,1.08
"963","Health","PCPIM_PC_CP_A_PT","2015-04-30",6.39,7.49,-0.59,5.73,NA,6.33,1.43,0.89,NA,15.78,NA,0.17,0.52,3.78,2,1.8,3.69,4.8,-19.27,NA,8.14,NA,NA,1.08,-2.2,NA,10.11,15.38,1.63,0.32,3.95,-1.7,1.04,4.99,-0.91,8.19,11.71,1.93,NA,-0.29,13.22,4.74,NA,6.03,41.07,13.81,NA,1.47,1.36,3.63,1.47,6.35,0.77
"964","Health","PCPIM_PC_CP_A_PT","2015-05-31",5.34,7.37,-0.59,8.12,NA,4.04,1.31,0.2,NA,16.15,NA,0.31,0.52,3.78,2,1.71,4.2,3.39,-16.19,NA,8.64,NA,NA,1.03,-9.36,NA,10.4,14.8,1.3,-0.09,4.23,-1.7,0.78,5,0.4,8.67,3.28,1.81,NA,0.44,20.93,5.34,NA,6.89,77.38,13.51,NA,1.96,1.32,3.28,1.63,6.99,0.92
"965","Health","PCPIM_PC_CP_A_PT","2015-06-30",5.62,8.26,-0.59,6.03,NA,3.96,1.16,0.49,NA,16.04,NA,0.56,0.52,3.78,2,1.71,4.27,3.65,-20.01,NA,7.85,NA,NA,1.16,-10.58,NA,10.8,14.81,1.34,-0.31,4.41,0.97,0.58,5.33,0.44,8.48,3.6,0.83,NA,0.74,20.42,5.26,NA,6.28,147.01,10.33,NA,1.48,0.29,3.3,1.71,6.86,0.46
"966","Health","PCPIM_PC_CP_A_PT","2015-07-31",5.62,8.41,-0.02,6.22,NA,3.58,0.84,0.1,NA,17.08,NA,-0.06,0.52,-0.53,2.22,2.53,4.24,6.73,-19.85,NA,8.91,NA,NA,0.81,-7.87,NA,11.97,14.41,0.63,0.28,4.68,0.58,0.08,5.75,0.54,8.65,-3.49,0.62,NA,-0.23,20.34,5.05,NA,5.97,76.23,10.24,NA,1.12,1.69,3.29,1.94,7.09,0.46
"967","Health","PCPIM_PC_CP_A_PT","2015-08-31",6.02,8.97,-0.06,6.08,NA,-1.3,0.62,0.1,NA,17.86,NA,1.76,0.52,-0.87,0.4,2.31,1.49,4.15,-17.64,NA,9.5,NA,NA,0.8,-8.48,NA,13.78,13.14,1.28,0.49,4.01,0.58,0.13,5.68,-0.6,8.58,-0.05,0.03,NA,0.59,20.74,6.69,NA,5.97,10.34,10.38,NA,1.15,1.43,3.38,2.51,7.62,0.46
"968","Health","PCPIM_PC_CP_A_PT","2015-09-30",6.05,10.89,0.09,6.06,NA,-0.79,0.47,0.3,NA,17.72,NA,1.97,0.52,-20.57,4.17,1.9,1.68,7.73,-8.21,NA,12.09,NA,NA,0.87,-1.39,NA,13.55,12.6,0.83,0.94,4.28,0.48,-0.28,5.37,-0.09,8.71,0.29,-0.06,NA,0.26,16.46,6.61,NA,5.96,8.77,10.33,NA,1.17,2.1,2.93,2.56,7.19,0.31
"969","Health","PCPIM_PC_CP_A_PT","2015-10-31",6.05,11.88,-0.01,6.13,NA,-0.79,0.62,0.69,NA,17.77,NA,0.24,0.52,-20.31,4.17,1.9,1.63,7.79,6.31,NA,16.6,NA,NA,0.89,-1.39,NA,14.06,14.15,8.47,1.07,4.19,0.48,-0.5,5.78,0.17,8.39,-1.35,0.06,NA,0.16,16.23,6.38,NA,5.78,16.68,10.16,NA,1.96,1.1,2.94,2.58,14.76,0.92
"970","Health","PCPIM_PC_CP_A_PT","2015-11-30",7.3,12.53,0.02,6,NA,-0.79,0.77,0.69,NA,17.74,NA,0.5,0.52,-20.22,9.26,1.9,1.24,11.49,4.31,NA,17.57,NA,NA,0.99,-2.27,NA,14.59,13.2,1.2,1.81,4.18,0.39,0.44,5.78,0.25,8.02,-1.98,0,NA,0.42,15.22,6.7,NA,5.79,25.18,10.2,NA,2.18,0.75,2.78,2.42,18.78,0.76
"971","Health","PCPIM_PC_CP_A_PT","2015-12-31",7.5,13.55,0.02,5.94,NA,-1.02,0.8,0.49,NA,17.64,NA,0.55,0.26,-20.9,9.26,1.9,1.09,9.99,4.37,NA,19.86,NA,NA,1.43,-2.27,NA,14.52,10.99,1.57,2.34,3.33,0.48,0.96,5.89,0.43,8.01,-6.87,0.22,NA,0.39,17.49,7.97,3.21,6.24,17.21,10.39,NA,2.52,-0.11,3.04,2.33,19.6,0.46
"972","Health","PCPIM_PC_CP_A_PT","2016-01-31",7.5,16.11,0.03,3.4,0.05,-1.02,0.65,-0.1,NA,-1.32,NA,-0.38,0.2,2.65,9.26,1.42,0.98,11,-5.41,NA,6.13,NA,NA,1.56,5.04,NA,13.57,9.48,-1.72,1.36,2.12,0.29,5.48,7.19,-1.27,8.08,-4.02,0.27,NA,-0.21,19.97,8.04,-0.87,5.64,9.65,5.15,NA,2.55,0.16,2.88,2.47,19.12,0.46
"973","Health","PCPIM_PC_CP_A_PT","2016-02-29",6.77,20.63,0.03,3.4,0.05,5.89,0.59,-0.2,NA,-0.36,NA,0.58,0.26,2.46,9.26,1.42,0.27,6.03,-0.57,NA,6.54,NA,NA,1.41,8,NA,12.33,9.56,-1.72,1.25,2.03,0.19,5.02,7.02,-1.38,8.62,-3.7,-0.09,NA,0.94,19.97,8.76,-1.99,5.61,31.01,9.01,NA,2.6,-1.12,2.46,2.42,19.01,0.15
"974","Health","PCPIM_PC_CP_A_PT","2016-03-31",6.75,34.21,0.03,3.4,0.02,7.68,0.67,-0.49,NA,-0.03,NA,-2.04,0.25,2.46,13.79,1.42,0.27,7.46,-0.55,NA,6.41,NA,NA,1.8,-2.37,NA,11.61,9.59,-1.33,3.64,2.74,0.29,5.02,7.29,1.4,8.89,6.2,-0.12,NA,0.63,4.19,7.93,-1.59,6.55,20.17,9.65,NA,2.65,-1.42,2.38,2.53,18.4,0.15
"975","Health","PCPIM_PC_CP_A_PT","2016-04-30",6.75,38.3,0.03,3.61,-0.65,7.68,1.78,-0.29,NA,1.03,NA,1.03,0.24,2.46,13.79,0.44,0.23,10.81,-2.75,NA,6.12,NA,NA,1.91,-2.92,NA,10.74,11.37,-2.26,3.71,2.92,0.19,4.94,7.43,4.04,9.03,6,-0.28,NA,1.34,4.19,9.63,-10.99,6.23,105.91,10.15,NA,2.82,-1.39,2.47,3.78,18.75,0.31
"976","Health","PCPIM_PC_CP_A_PT","2016-05-31",6.75,42.41,0.03,3.19,-0.82,12.48,2.11,-0.29,NA,0.56,NA,-0.86,0.25,2.46,31.49,0.44,-0.17,14.98,-3.28,NA,5.58,NA,NA,2.02,6.8,NA,10.45,12.69,-1.87,3.81,2.56,0.48,4.66,7.38,1.97,10.14,16.26,-0.92,NA,0.87,-1.89,10.66,-8.91,5.1,488.75,11.18,NA,2.18,-0.92,2.49,3.82,16.12,-0.15
"977","Health","PCPIM_PC_CP_A_PT","2016-06-30",6.64,46.71,0.03,3.02,-0.83,12.76,2.28,-0.49,NA,0.62,NA,-0.86,0.59,2.46,31.49,0.44,-0.17,13.58,0.25,NA,5.73,NA,NA,1.8,7.06,NA,9.6,14.01,-2.24,5.05,2.38,0.19,5.01,6.62,1.47,11.01,18.03,-1.07,NA,0.99,-1.43,9.67,-6.97,5.23,32.23,11.38,NA,2.18,-1.01,2.44,3.98,16.27,0.15
"978","Health","PCPIM_PC_CP_A_PT","2016-07-31",6.64,54.81,1.01,2.78,-1.1,12.78,2,-0.2,NA,0.48,NA,-0.98,1.09,2.77,30.97,2.39,-0.05,9.32,-3.18,NA,5.71,NA,NA,1.96,3.91,NA,9,16.49,-1.86,4.1,3.16,0.19,6.65,6.45,5.84,10.99,13.5,-0.57,NA,0.82,-1.43,11.13,-9.56,5.5,219.5,16.7,NA,2.3,-1.57,2.56,4.39,15.6,-0.15
"979","Health","PCPIM_PC_CP_A_PT","2016-08-31",6.73,59.28,1.05,2.77,-0.94,13.07,1.88,-0.29,NA,0.35,NA,1.38,1.35,2.46,30.97,2.39,0.33,7.6,-3.18,NA,5.34,NA,NA,1.99,-2.3,NA,7.55,19.46,-2.35,16.2,3.59,0.19,6.76,6.81,5.65,10.83,12.74,-0.38,NA,0.84,-1.76,8.71,-10.12,5.23,124.84,17.18,NA,2.44,-1.42,3.14,2.59,15.82,-0.15
"980","Health","PCPIM_PC_CP_A_PT","2016-09-30",6.85,60.88,1,2.61,-0.94,11.79,2.57,-0.29,NA,0.54,NA,-0.2,2.93,2.46,26.23,2.39,0.14,7.8,-2.4,NA,5.19,NA,NA,1.87,-9.33,NA,7.53,19.18,-1.87,15.21,3.49,0.29,10.07,7.2,3.98,10.86,13.26,-0.53,NA,-0.11,2.06,11.32,-10.12,5.09,3181.42,18.21,NA,2.45,-1.88,3.36,2.85,15.61,-0.15
"981","Health","PCPIM_PC_CP_A_PT","2016-10-31",6.85,62.7,1,2.58,-0.69,11.79,2.42,-0.59,NA,0.5,NA,1,5.03,2.46,26.37,2.39,0.41,9.15,-15.65,NA,5.45,NA,NA,1.85,-6.85,NA,8.64,19.48,-8.68,14.5,3.58,0.29,11.07,7.05,3.35,11.17,16.19,0.17,NA,-0.2,2.44,14.11,-1.65,5.2,1879.38,18.63,NA,1.85,-1.46,3.23,2.94,9.53,-0.76
"982","Health","PCPIM_PC_CP_A_PT","2016-11-30",5.81,62.31,1,2.72,-1.46,11.8,3.06,-0.39,NA,0.61,NA,-1.2,7.39,2.36,27.43,2.39,0.45,4.9,-11.57,NA,5.55,NA,NA,1.8,-6.01,NA,8.52,20.06,-1.67,13.15,3.4,0.38,12.47,6.91,2.48,11.43,15.86,0.07,NA,0.32,1.44,13.81,2.22,5.61,1864.8,65.11,NA,2.09,-1,3.17,3.25,5.64,-0.91
"983","Health","PCPIM_PC_CP_A_PT","2016-12-31",5.68,63.83,1,2.79,-0.84,11.8,3.43,0,NA,0.61,NA,0.5,13.9,2.14,32.92,2.39,0.44,8.17,-11.67,NA,5.37,NA,NA,1.3,-5.9,NA,11.96,24.15,-1.67,12.99,3.31,0.29,12.07,7.29,1.58,11.29,13.84,-0.03,0.9,0.07,-0.31,13.12,-5.27,5.87,518.72,65.69,NA,1.5,-0.78,2.77,2.76,5.84,-0.61
"984","Health","PCPIM_PC_CP_A_PT","2017-01-31",5.68,62.11,1.75,3.25,0.16,11.8,3.72,0.1,NA,1.53,NA,0.7,16.37,-0.18,32.92,2.01,0.44,6.09,-2.4,NA,4.92,NA,NA,1.15,-4.28,NA,12.28,26.51,-0.3,13.61,5.97,0.29,10.18,5.62,-4.47,11.01,27.13,4.58,-2.2,0,2.42,12.39,-3.95,6.01,943.8,68.78,NA,1.47,-0.55,2.44,2.77,6.17,-0.76
"985","Health","PCPIM_PC_CP_A_PT","2017-02-28",5.17,58.59,1.69,3.29,0.16,4.42,3.72,0.2,NA,1.55,NA,1.19,19.65,0,35.58,1.82,0.86,14.37,-0.75,NA,4.31,NA,NA,0.89,-4.81,NA,11.56,23.56,-0.4,14.23,5.97,0.48,10.55,5.56,7.12,10.5,26.78,4.75,-2.2,-0.3,2.51,13.15,-2.75,6.61,223.71,67.93,NA,1.88,0.72,2.45,2.5,5.53,-0.46
"986","Health","PCPIM_PC_CP_A_PT","2017-03-31",5.21,44.97,2.03,3.43,0.19,4.05,3.58,0.1,NA,1.53,NA,1.2,NA,0,30.19,1.85,0.66,13.19,0.05,NA,3.33,NA,NA,0.51,-5.66,NA,10.95,25.96,-0.2,13.31,5.85,0.77,12.36,5.56,4.94,10.3,12.99,4.8,-2.59,0.97,2.61,12.93,-5.98,6.27,191.2,67.85,NA,1.84,0.63,2.93,2.22,5.83,-0.3
"987","Health","PCPIM_PC_CP_A_PT","2017-04-30",5.21,44.1,3.72,3.27,0.87,4.54,2.15,0,NA,0.43,NA,1.01,NA,0,30.19,2.14,0.54,11.74,3.67,NA,3.5,NA,NA,0.38,-4.65,NA,10.73,24.5,-0.3,12.36,5.58,0.77,14.09,5.47,3.88,10.66,14.86,4.68,-2.59,-0.19,3.19,12.89,7.44,6.51,695.42,67.14,NA,1.73,0.03,3.45,1.64,4.76,-0.46
"988","Health","PCPIM_PC_CP_A_PT","2017-05-31",5.79,43.96,1.02,1.26,1.04,1.61,2.96,0.39,NA,1.69,NA,1.41,NA,0,12.66,2.06,0.55,17.68,1.52,NA,3.68,NA,NA,0.38,-2.77,NA,10.24,23.82,-0.6,12.28,7.22,0.57,13.93,5.37,3.09,9.47,15.26,5.24,0.8,-0.51,7.02,11.52,5.96,6.9,271.32,65.84,NA,1.73,0,3.44,1.36,5.35,0
"989","Health","PCPIM_PC_CP_A_PT","2017-06-30",6.07,43.6,0.66,1.86,1.05,2.32,2.72,0.49,NA,0.73,NA,0.8,NA,0,12.66,2.06,0.57,19.62,2.52,NA,4.2,NA,NA,0.32,-1.46,NA,10.1,27.26,-0.3,11.49,6.28,0.67,13.36,6.15,2.8,9.41,11.25,5.32,0.2,-0.42,6.9,13.28,7.68,6.89,1120.76,64.4,NA,2.06,-0.31,3.68,1.2,6.18,-0.15
"990","Health","PCPIM_PC_CP_A_PT","2017-07-31",6.07,37.4,-0.32,2.06,1.21,3.59,2.9,0.49,NA,0.51,NA,-0.7,NA,0,21.21,0.15,0.44,1.78,2.61,NA,4.15,NA,NA,0.3,-1.32,NA,10.03,11.38,-0.5,12.27,5.19,0.67,11.43,6.26,-0.75,10.29,14.91,4.94,0.2,-0.09,7.11,12.76,6.89,6.87,442.75,56.54,NA,1.93,-0.09,3.85,1.24,6.19,0
"991","Health","PCPIM_PC_CP_A_PT","2017-08-31",6.03,35.82,-0.32,2,1.04,3.17,3.1,0.49,NA,0.62,NA,-2.04,NA,0,21.21,0.12,0.25,1.8,2.61,NA,4.27,NA,NA,0.24,6.95,NA,9.45,21.12,-0.2,0.79,4.56,0.77,11.97,5.76,0.1,10.97,15.23,4.89,0.3,0.08,6.66,12.62,7.17,7.02,786.37,60.07,NA,2.01,0.17,3.34,1.25,5.97,0
"992","Health","PCPIM_PC_CP_A_PT","2017-09-30",5.92,36.41,-0.32,2,1.04,2.32,2.8,0.39,NA,0.61,NA,0.99,NA,0,21.21,-0.08,0.6,3.24,1.95,NA,4.45,NA,NA,0.14,8.01,NA,9.21,20.71,0.7,1.25,4.39,0.77,9.44,5.88,2.39,10.34,16.63,5.09,0.3,1,6.48,10.99,7.58,7.13,4.9,60.57,NA,2,-0.14,3.38,1.24,5.56,0.15
"993","Health","PCPIM_PC_CP_A_PT","2017-10-31",5.92,39.97,-0.32,2.06,0.89,2.42,2.94,0.29,NA,0.37,NA,-0.8,NA,0,21.07,0.16,0.44,-5.99,3.74,NA,4.85,NA,NA,0.22,3.57,NA,7.99,18.64,-0.1,2.16,4.3,0.86,8.68,5.8,0.29,9.73,14.83,4.56,0.1,0.49,6.3,9.08,1.88,6.59,210.07,61.25,NA,1.89,-0.11,3.54,1.23,4.37,1.22
"994","Health","PCPIM_PC_CP_A_PT","2017-11-30",5.38,40.12,-0.32,1.97,1.67,2.91,2.34,0.2,NA,0.32,NA,0.4,NA,0,14.47,0.16,0.64,-4.34,2.75,NA,4.84,NA,NA,0.14,5.88,NA,7.66,17.92,-0.2,2.68,4.39,0.86,6.31,5.69,3.2,11.37,12.7,4.59,0.4,0.53,6.49,9.71,-1.72,6.32,171.9,17.18,NA,1.66,-0.01,3.72,1.33,4.81,1.68
"995","Health","PCPIM_PC_CP_A_PT","2017-12-31",5.37,38.19,-0.32,1.89,1.04,3.5,1.93,0.1,NA,0.33,NA,-1.1,NA,0,9.74,0.19,0.76,-7.41,2.84,NA,4.77,NA,NA,0.19,6.61,NA,4.78,13.96,-0.2,2.54,4.47,0.86,15.26,5.17,6.4,11.44,16.05,4.86,0.4,0.98,6.04,10.08,5.98,5.67,403.92,16.6,NA,1.66,-0.45,3.97,1.67,4.23,1.53
